#BTS [dimensions from D.Grigoriev, 200Amps] Date   :   14-APR-05:17:26:46 Fields :   MAGNETIC
param maxline=128 current=1 gradient=1 normB=1 normE=1
cylinder Z0=0 nR=20 nZ=201 dR=10 dZ=10
extendZ flip=Br
data
0	0	0	0.36176
10	0	0	0.36176
20	0	0	0.36176
30	0	0	0.36176
40	0	0	0.36176
50	0	0	0.36177
60	0	0	0.36177
70	0	0	0.36178
80	0	0	0.36179
90	0	0	0.36179
100	0	0	0.3618
110	0	0	0.36181
120	0	0	0.36182
130	0	0	0.36183
140	0	0	0.36185
150	0	0	0.36186
160	0	0	0.36187
170	0	0	0.36189
180	0	0	0.3619
190	0	0	0.36192
0	10	0	0.36176
10	10	0	0.36176
20	10	0	0.36176
30	10	0	0.36176
40	10	0	0.36176
50	10	0	0.36177
60	10	1e-05	0.36177
70	10	1e-05	0.36178
80	10	1e-05	0.36179
90	10	1e-05	0.36179
100	10	1e-05	0.3618
110	10	1e-05	0.36181
120	10	1e-05	0.36182
130	10	1e-05	0.36183
140	10	1e-05	0.36185
150	10	1e-05	0.36186
160	10	1e-05	0.36187
170	10	2e-05	0.36189
180	10	2e-05	0.3619
190	10	2e-05	0.36192
0	20	0	0.36175
10	20	0	0.36175
20	20	0	0.36175
30	20	1e-05	0.36176
40	20	1e-05	0.36176
50	20	1e-05	0.36176
60	20	1e-05	0.36177
70	20	1e-05	0.36178
80	20	1e-05	0.36178
90	20	2e-05	0.36179
100	20	2e-05	0.3618
110	20	2e-05	0.36181
120	20	2e-05	0.36182
130	20	2e-05	0.36183
140	20	3e-05	0.36184
150	20	3e-05	0.36186
160	20	3e-05	0.36187
170	20	3e-05	0.36189
180	20	3e-05	0.3619
190	20	3e-05	0.36192
0	30	0	0.36175
10	30	0	0.36175
20	30	1e-05	0.36175
30	30	1e-05	0.36175
40	30	1e-05	0.36176
50	30	1e-05	0.36176
60	30	2e-05	0.36177
70	30	2e-05	0.36177
80	30	2e-05	0.36178
90	30	2e-05	0.36179
100	30	3e-05	0.36179
110	30	3e-05	0.3618
120	30	3e-05	0.36182
130	30	4e-05	0.36183
140	30	4e-05	0.36184
150	30	4e-05	0.36185
160	30	4e-05	0.36187
170	30	5e-05	0.36188
180	30	5e-05	0.3619
190	30	5e-05	0.36191
0	40	0	0.36174
10	40	0	0.36174
20	40	1e-05	0.36174
30	40	1e-05	0.36175
40	40	1e-05	0.36175
50	40	2e-05	0.36175
60	40	2e-05	0.36176
70	40	3e-05	0.36176
80	40	3e-05	0.36177
90	40	3e-05	0.36178
100	40	4e-05	0.36179
110	40	4e-05	0.3618
120	40	4e-05	0.36181
130	40	5e-05	0.36182
140	40	5e-05	0.36183
150	40	5e-05	0.36185
160	40	6e-05	0.36186
170	40	6e-05	0.36188
180	40	6e-05	0.36189
190	40	7e-05	0.36191
0	50	0	0.36173
10	50	0	0.36173
20	50	1e-05	0.36174
30	50	1e-05	0.36174
40	50	2e-05	0.36174
50	50	2e-05	0.36174
60	50	3e-05	0.36175
70	50	3e-05	0.36176
80	50	4e-05	0.36176
90	50	4e-05	0.36177
100	50	5e-05	0.36178
110	50	5e-05	0.36179
120	50	6e-05	0.3618
130	50	6e-05	0.36181
140	50	6e-05	0.36182
150	50	7e-05	0.36184
160	50	7e-05	0.36185
170	50	8e-05	0.36187
180	50	8e-05	0.36188
190	50	8e-05	0.3619
0	60	0	0.36172
10	60	1e-05	0.36172
20	60	1e-05	0.36172
30	60	2e-05	0.36173
40	60	2e-05	0.36173
50	60	3e-05	0.36173
60	60	3e-05	0.36174
70	60	4e-05	0.36175
80	60	4e-05	0.36175
90	60	5e-05	0.36176
100	60	6e-05	0.36177
110	60	6e-05	0.36178
120	60	7e-05	0.36179
130	60	7e-05	0.3618
140	60	8e-05	0.36181
150	60	8e-05	0.36183
160	60	9e-05	0.36184
170	60	9e-05	0.36186
180	60	0.0001	0.36187
190	60	0.0001	0.36189
0	70	0	0.36171
10	70	1e-05	0.36171
20	70	1e-05	0.36171
30	70	2e-05	0.36171
40	70	3e-05	0.36172
50	70	3e-05	0.36172
60	70	4e-05	0.36173
70	70	5e-05	0.36173
80	70	5e-05	0.36174
90	70	6e-05	0.36175
100	70	6e-05	0.36176
110	70	7e-05	0.36177
120	70	8e-05	0.36178
130	70	8e-05	0.36179
140	70	9e-05	0.3618
150	70	0.0001	0.36182
160	70	0.0001	0.36183
170	70	0.00011	0.36185
180	70	0.00011	0.36186
190	70	0.00012	0.36188
0	80	0	0.3617
10	80	1e-05	0.3617
20	80	2e-05	0.3617
30	80	2e-05	0.3617
40	80	3e-05	0.3617
50	80	4e-05	0.36171
60	80	5e-05	0.36171
70	80	5e-05	0.36172
80	80	6e-05	0.36173
90	80	7e-05	0.36174
100	80	7e-05	0.36174
110	80	8e-05	0.36175
120	80	9e-05	0.36177
130	80	0.0001	0.36178
140	80	0.0001	0.36179
150	80	0.00011	0.3618
160	80	0.00012	0.36182
170	80	0.00012	0.36183
180	80	0.00013	0.36185
190	80	0.00014	0.36187
0	90	0	0.36168
10	90	1e-05	0.36168
20	90	2e-05	0.36168
30	90	3e-05	0.36168
40	90	3e-05	0.36169
50	90	4e-05	0.36169
60	90	5e-05	0.3617
70	90	6e-05	0.3617
80	90	7e-05	0.36171
90	90	8e-05	0.36172
100	90	8e-05	0.36173
110	90	9e-05	0.36174
120	90	0.0001	0.36175
130	90	0.00011	0.36176
140	90	0.00012	0.36177
150	90	0.00012	0.36179
160	90	0.00013	0.3618
170	90	0.00014	0.36182
180	90	0.00015	0.36183
190	90	0.00015	0.36185
0	100	0	0.36166
10	100	1e-05	0.36166
20	100	2e-05	0.36166
30	100	3e-05	0.36167
40	100	4e-05	0.36167
50	100	5e-05	0.36167
60	100	6e-05	0.36168
70	100	7e-05	0.36169
80	100	8e-05	0.36169
90	100	8e-05	0.3617
100	100	9e-05	0.36171
110	100	0.0001	0.36172
120	100	0.00011	0.36173
130	100	0.00012	0.36174
140	100	0.00013	0.36176
150	100	0.00014	0.36177
160	100	0.00015	0.36179
170	100	0.00016	0.3618
180	100	0.00016	0.36182
190	100	0.00017	0.36184
0	110	0	0.36164
10	110	1e-05	0.36164
20	110	2e-05	0.36164
30	110	3e-05	0.36165
40	110	4e-05	0.36165
50	110	5e-05	0.36165
60	110	6e-05	0.36166
70	110	7e-05	0.36167
80	110	8e-05	0.36167
90	110	9e-05	0.36168
100	110	0.0001	0.36169
110	110	0.00011	0.3617
120	110	0.00012	0.36171
130	110	0.00013	0.36173
140	110	0.00014	0.36174
150	110	0.00015	0.36175
160	110	0.00016	0.36177
170	110	0.00017	0.36178
180	110	0.00018	0.3618
190	110	0.00019	0.36182
0	120	0	0.36162
10	120	1e-05	0.36162
20	120	2e-05	0.36162
30	120	3e-05	0.36163
40	120	5e-05	0.36163
50	120	6e-05	0.36163
60	120	7e-05	0.36164
70	120	8e-05	0.36165
80	120	9e-05	0.36165
90	120	0.0001	0.36166
100	120	0.00011	0.36167
110	120	0.00012	0.36168
120	120	0.00014	0.36169
130	120	0.00015	0.3617
140	120	0.00016	0.36172
150	120	0.00017	0.36173
160	120	0.00018	0.36175
170	120	0.00019	0.36176
180	120	0.0002	0.36178
190	120	0.00021	0.3618
0	130	0	0.3616
10	130	1e-05	0.3616
20	130	2e-05	0.3616
30	130	4e-05	0.3616
40	130	5e-05	0.3616
50	130	6e-05	0.36161
60	130	7e-05	0.36161
70	130	9e-05	0.36162
80	130	0.0001	0.36163
90	130	0.00011	0.36164
100	130	0.00012	0.36165
110	130	0.00014	0.36166
120	130	0.00015	0.36167
130	130	0.00016	0.36168
140	130	0.00017	0.3617
150	130	0.00018	0.36171
160	130	0.00019	0.36172
170	130	0.0002	0.36174
180	130	0.00022	0.36176
190	130	0.00023	0.36178
0	140	0	0.36157
10	140	1e-05	0.36157
20	140	3e-05	0.36157
30	140	4e-05	0.36158
40	140	5e-05	0.36158
50	140	7e-05	0.36158
60	140	8e-05	0.36159
70	140	9e-05	0.3616
80	140	0.00011	0.3616
90	140	0.00012	0.36161
100	140	0.00013	0.36162
110	140	0.00015	0.36163
120	140	0.00016	0.36164
130	140	0.00017	0.36166
140	140	0.00018	0.36167
150	140	0.0002	0.36168
160	140	0.00021	0.3617
170	140	0.00022	0.36172
180	140	0.00023	0.36173
190	140	0.00024	0.36175
0	150	0	0.36154
10	150	1e-05	0.36154
20	150	3e-05	0.36154
30	150	4e-05	0.36155
40	150	6e-05	0.36155
50	150	7e-05	0.36156
60	150	9e-05	0.36156
70	150	0.0001	0.36157
80	150	0.00012	0.36158
90	150	0.00013	0.36158
100	150	0.00014	0.36159
110	150	0.00016	0.36161
120	150	0.00017	0.36162
130	150	0.00018	0.36163
140	150	0.0002	0.36164
150	150	0.00021	0.36166
160	150	0.00022	0.36167
170	150	0.00024	0.36169
180	150	0.00025	0.36171
190	150	0.00026	0.36173
0	160	0	0.36151
10	160	2e-05	0.36151
20	160	3e-05	0.36151
30	160	5e-05	0.36152
40	160	6e-05	0.36152
50	160	8e-05	0.36153
60	160	9e-05	0.36153
70	160	0.00011	0.36154
80	160	0.00012	0.36155
90	160	0.00014	0.36156
100	160	0.00015	0.36157
110	160	0.00017	0.36158
120	160	0.00018	0.36159
130	160	0.0002	0.3616
140	160	0.00021	0.36162
150	160	0.00023	0.36163
160	160	0.00024	0.36165
170	160	0.00026	0.36166
180	160	0.00027	0.36168
190	160	0.00028	0.3617
0	170	0	0.36148
10	170	2e-05	0.36148
20	170	3e-05	0.36148
30	170	5e-05	0.36148
40	170	7e-05	0.36149
50	170	8e-05	0.36149
60	170	0.0001	0.3615
70	170	0.00012	0.36151
80	170	0.00013	0.36151
90	170	0.00015	0.36152
100	170	0.00016	0.36153
110	170	0.00018	0.36154
120	170	0.0002	0.36156
130	170	0.00021	0.36157
140	170	0.00023	0.36158
150	170	0.00024	0.3616
160	170	0.00026	0.36162
170	170	0.00027	0.36163
180	170	0.00029	0.36165
190	170	0.0003	0.36167
0	180	0	0.36145
10	180	2e-05	0.36145
20	180	4e-05	0.36145
30	180	5e-05	0.36145
40	180	7e-05	0.36145
50	180	9e-05	0.36146
60	180	0.00011	0.36147
70	180	0.00012	0.36147
80	180	0.00014	0.36148
90	180	0.00016	0.36149
100	180	0.00018	0.3615
110	180	0.00019	0.36151
120	180	0.00021	0.36152
130	180	0.00023	0.36154
140	180	0.00024	0.36155
150	180	0.00026	0.36157
160	180	0.00027	0.36158
170	180	0.00029	0.3616
180	180	0.00031	0.36162
190	180	0.00032	0.36164
0	190	0	0.36141
10	190	2e-05	0.36141
20	190	4e-05	0.36141
30	190	6e-05	0.36141
40	190	8e-05	0.36142
50	190	9e-05	0.36142
60	190	0.00011	0.36143
70	190	0.00013	0.36144
80	190	0.00015	0.36144
90	190	0.00017	0.36145
100	190	0.00019	0.36146
110	190	0.0002	0.36148
120	190	0.00022	0.36149
130	190	0.00024	0.3615
140	190	0.00026	0.36152
