Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-120.0000	0.0000	1.9471	9.0856	4.6661	0.0000	0.0000	24.8260	12.7500
-110.0000	0.0000	1.9476	9.0861	4.6653	0.0000	0.0000	24.8769	12.7733
-100.0000	0.0000	1.9468	9.2755	4.7645	0.0000	0.0000	25.0462	12.8653
-90.0000	0.0000	1.9466	9.1448	4.6979	0.0000	0.0000	24.8366	12.7592
-80.0000	0.0000	1.9473	9.2404	4.7452	0.0000	0.0000	24.9159	12.7951
-70.0000	0.0000	1.9472	9.1226	4.6849	0.0000	0.0000	24.7039	12.6866
-60.0000	0.0000	1.9469	9.2640	4.7584	0.0000	0.0000	24.8526	12.7652
-50.0000	0.0000	1.9466	9.1627	4.7070	0.0000	0.0000	24.3439	12.5059
-40.0000	0.0000	1.9460	9.0438	4.6473	0.0000	0.0000	24.0595	12.3635
-30.0000	0.0000	1.9472	9.1155	4.6813	0.0000	0.0000	23.9351	12.2918
-20.0000	0.0000	1.9465	9.0432	4.6458	0.0000	0.0000	23.8914	12.2738
-10.0000	0.0000	1.9470	8.9261	4.5846	0.0000	0.0000	23.5345	12.0877
0.0000	0.0000	1.9460	8.7448	4.4938	0.0000	0.0000	23.1171	11.8794
10.0000	0.0000	1.9476	8.8064	4.5218	0.0000	0.0000	23.0055	11.8125
20.0000	0.0000	1.9462	8.5184	4.3768	0.0000	0.0000	22.4562	11.5383
30.0000	0.0000	1.9465	8.2629	4.2450	0.0000	0.0000	22.1697	11.3894
40.0000	0.0000	1.9457	8.1381	4.1827	0.0000	0.0000	21.7076	11.1569
50.0000	0.0000	1.9470	7.9585	4.0877	0.0000	0.0000	21.0804	10.8273
60.0000	0.0000	1.9469	7.6969	3.9533	0.0000	0.0000	20.8257	10.6966
70.0000	0.0000	1.9474	7.5168	3.8600	0.0000	0.0000	20.2627	10.4053
80.0000	0.0000	1.9459	7.2781	3.7402	0.0000	0.0000	19.7915	10.1709
90.0000	0.0000	1.9469	6.8192	3.5025	0.0000	0.0000	19.1361	9.8288
100.0000	0.0000	1.9470	6.6905	3.4363	0.0000	0.0000	18.8751	9.6944
110.0000	0.0000	1.9471	6.3258	3.2489	0.0000	0.0000	17.9009	9.1938
120.0000	0.0000	1.9468	6.0315	3.0982	0.0000	0.0000	16.1745	8.3084
0.0000	-120.0000	1.9469	0.0003	0.0002	0.0000	0.0000	0.4719	0.2424
0.0000	-110.0000	1.9465	0.0009	0.0004	0.0000	0.0000	0.4953	0.2545
0.0000	-100.0000	1.9469	0.0000	0.0000	0.0000	0.0000	0.4971	0.2553
0.0000	-90.0000	1.9467	0.0025	0.0013	0.0000	0.0000	0.5436	0.2792
0.0000	-80.0000	1.9470	0.0021	0.0011	0.0000	0.0000	0.5337	0.2741
0.0000	-70.0000	1.9456	0.0152	0.0078	0.0000	0.0000	0.7891	0.4056
0.0000	-60.0000	1.9464	0.4540	0.2333	0.0000	0.0000	2.1090	1.0836
0.0000	-50.0000	1.9472	2.1847	1.1219	0.0000	0.0000	6.2413	3.2052
0.0000	-40.0000	1.9466	3.4552	1.7750	0.0000	0.0000	9.6584	4.9616
0.0000	-30.0000	1.9469	4.7714	2.4507	0.0000	0.0000	13.3170	6.8400
0.0000	-20.0000	1.9465	6.7938	3.4902	0.0000	0.0000	18.2786	9.3903
0.0000	-10.0000	1.9466	8.6748	4.4563	0.0000	0.0000	22.8257	11.7257
0.0000	0.0000	1.9475	8.7879	4.5124	0.0000	0.0000	23.1895	11.9072
0.0000	10.0000	1.9459	7.1828	3.6913	0.0000	0.0000	19.5711	10.0578
0.0000	20.0000	1.9462	5.3546	2.7513	0.0000	0.0000	15.3096	7.8665
0.0000	30.0000	1.9468	4.0644	2.0878	0.0000	0.0000	11.9637	6.1454
0.0000	40.0000	1.9473	3.0502	1.5664	0.0000	0.0000	9.2793	4.7653
0.0000	50.0000	1.9455	1.7306	0.8896	0.0000	0.0000	5.8665	3.0154
0.0000	60.0000	1.9465	0.3306	0.1698	0.0000	0.0000	2.3251	1.1945
0.0000	70.0000	1.9462	0.0185	0.0095	0.0000	0.0000	1.2022	0.6177
0.0000	80.0000	1.9469	0.0038	0.0019	0.0000	0.0000	0.8570	0.4402
0.0000	90.0000	1.9461	0.0003	0.0002	0.0000	0.0000	0.7030	0.3612
0.0000	100.0000	1.9462	0.0011	0.0006	0.0000	0.0000	0.5915	0.3039
0.0000	110.0000	1.9459	0.0003	0.0001	0.0000	0.0000	0.5068	0.2605
0.0000	120.0000	1.9473	0.0003	0.0002	0.0000	0.0000	0.4705	0.2416
