Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-120.0000	0.0000	1.9462	18.6778	9.5972	0.0000	0.0000	49.1130	25.2357
-110.0000	0.0000	1.9467	19.5310	10.0327	0.0000	0.0000	51.0968	26.2474
-100.0000	0.0000	1.9464	20.4314	10.4968	0.0000	0.0000	53.0487	27.2542
-90.0000	0.0000	1.9477	21.1716	10.8702	0.0000	0.0000	54.7007	28.0853
-80.0000	0.0000	1.9463	21.9789	11.2925	0.0000	0.0000	56.6843	29.1236
-70.0000	0.0000	1.9468	23.0258	11.8278	0.0000	0.0000	58.7925	30.2003
-60.0000	0.0000	1.9466	23.6548	12.1517	0.0000	0.0000	60.4525	31.0550
-50.0000	0.0000	1.9474	24.3436	12.5008	0.0000	0.0000	61.7229	31.6955
-40.0000	0.0000	1.9462	25.0682	12.8807	0.0000	0.0000	62.9357	32.3380
-30.0000	0.0000	1.9471	25.6139	13.1551	0.0000	0.0000	64.4600	33.1061
-20.0000	0.0000	1.9470	26.2791	13.4974	0.0000	0.0000	65.5687	33.6773
-10.0000	0.0000	1.9473	26.8485	13.7876	0.0000	0.0000	66.9481	34.3802
0.0000	0.0000	1.9461	27.1211	13.9362	0.0000	0.0000	67.2846	34.5742
10.0000	0.0000	1.9471	27.4501	14.0979	0.0000	0.0000	67.9609	34.9037
20.0000	0.0000	1.9459	27.9674	14.3725	0.0000	0.0000	68.8340	35.3740
30.0000	0.0000	1.9471	27.9928	14.3764	0.0000	0.0000	68.8369	35.3530
40.0000	0.0000	1.9461	28.0508	14.4140	0.0000	0.0000	68.6508	35.2763
50.0000	0.0000	1.9459	27.8814	14.3285	0.0000	0.0000	68.4928	35.1991
60.0000	0.0000	1.9471	27.9327	14.3461	0.0000	0.0000	68.2827	35.0697
70.0000	0.0000	1.9472	27.3944	14.0689	0.0000	0.0000	66.8502	34.3321
80.0000	0.0000	1.9466	26.8754	13.8064	0.0000	0.0000	65.9480	33.8787
90.0000	0.0000	1.9465	26.2698	13.4957	0.0000	0.0000	64.6658	33.2209
100.0000	0.0000	1.9462	25.3487	13.0248	0.0000	0.0000	62.8433	32.2904
110.0000	0.0000	1.9468	24.3063	12.4851	0.0000	0.0000	59.9959	30.8172
120.0000	0.0000	1.9469	21.9221	11.2599	0.0000	0.0000	51.5429	26.4741
0.0000	-120.0000	1.9461	0.0005	0.0003	0.0000	0.0000	0.4964	0.2551
0.0000	-110.0000	1.9476	0.0054	0.0028	0.0000	0.0000	0.5452	0.2799
0.0000	-100.0000	1.9470	0.0273	0.0140	0.0000	0.0000	0.6177	0.3173
0.0000	-90.0000	1.9464	0.0472	0.0243	0.0000	0.0000	0.7485	0.3846
0.0000	-80.0000	1.9469	0.0718	0.0369	0.0000	0.0000	0.8357	0.4293
0.0000	-70.0000	1.9468	0.0720	0.0370	0.0000	0.0000	0.8161	0.4192
0.0000	-60.0000	1.9471	0.1096	0.0563	0.0000	0.0000	1.0648	0.5469
0.0000	-50.0000	1.9469	0.4389	0.2254	0.0000	0.0000	2.2980	1.1804
0.0000	-40.0000	1.9464	2.2999	1.1816	0.0000	0.0000	7.1897	3.6937
0.0000	-30.0000	1.9466	5.2457	2.6948	0.0000	0.0000	15.2280	7.8227
0.0000	-20.0000	1.9465	10.2078	5.2443	0.0000	0.0000	28.9348	14.8652
0.0000	-10.0000	1.9473	21.9426	11.2682	0.0000	0.0000	55.6554	28.5807
0.0000	0.0000	1.9469	27.2268	13.9849	0.0000	0.0000	67.3538	34.5961
0.0000	10.0000	1.9458	18.1315	9.3184	0.0000	0.0000	47.6263	24.4769
0.0000	20.0000	1.9462	8.2761	4.2524	0.0000	0.0000	24.9844	12.8374
0.0000	30.0000	1.9467	4.4348	2.2780	0.0000	0.0000	14.5881	7.4936
0.0000	40.0000	1.9464	1.8908	0.9714	0.0000	0.0000	7.8484	4.0323
0.0000	50.0000	1.9465	0.3953	0.2031	0.0000	0.0000	3.5950	1.8468
0.0000	60.0000	1.9475	0.0934	0.0480	0.0000	0.0000	2.1590	1.1086
0.0000	70.0000	1.9466	0.0589	0.0302	0.0000	0.0000	1.5497	0.7961
0.0000	80.0000	1.9462	0.0614	0.0316	0.0000	0.0000	1.1082	0.5694
0.0000	90.0000	1.9468	0.0672	0.0345	0.0000	0.0000	0.8813	0.4527
0.0000	100.0000	1.9460	0.0361	0.0185	0.0000	0.0000	0.6784	0.3486
0.0000	110.0000	1.9473	0.0084	0.0043	0.0000	0.0000	0.5667	0.2910
0.0000	120.0000	1.9462	0.0011	0.0006	0.0000	0.0000	0.4707	0.2419
