Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-120.0000	0.0000	1.9463	0.0195	0.0100	0.0000	0.0000	0.7655	0.3933
-110.0000	0.0000	1.9463	0.3157	0.1622	0.0000	0.0000	2.3750	1.2203
-100.0000	0.0000	1.9468	3.7744	1.9388	0.0000	0.0000	11.6146	5.9660
-90.0000	0.0000	1.9470	11.4148	5.8629	0.0000	0.0000	30.0086	15.4131
-80.0000	0.0000	1.9469	18.2123	9.3544	0.0000	0.0000	48.4240	24.8722
-70.0000	0.0000	1.9471	26.9937	13.8633	0.0000	0.0000	70.6695	36.2941
-60.0000	0.0000	1.9462	37.5802	19.3091	0.0000	0.0000	97.5512	50.1229
-50.0000	0.0000	1.9474	49.4119	25.3736	0.0000	0.0000	127.1796	65.3082
-40.0000	0.0000	1.9453	59.3416	30.5051	0.0000	0.0000	152.2682	78.2748
-30.0000	0.0000	1.9460	68.4545	35.1763	0.0000	0.0000	175.6035	90.2363
-20.0000	0.0000	1.9456	76.4108	39.2734	0.0000	0.0000	195.6288	100.5486
-10.0000	0.0000	1.9468	80.5767	41.3882	0.0000	0.0000	204.8681	105.2306
0.0000	0.0000	1.9462	77.3916	39.7662	0.0000	0.0000	197.5808	101.5232
10.0000	0.0000	1.9474	68.1205	34.9801	0.0000	0.0000	175.4164	90.0770
20.0000	0.0000	1.9464	55.7665	28.6509	0.0000	0.0000	146.2426	75.1344
30.0000	0.0000	1.9470	43.6028	22.3953	0.0000	0.0000	115.6645	59.4075
40.0000	0.0000	1.9467	31.2439	16.0496	0.0000	0.0000	84.5979	43.4569
50.0000	0.0000	1.9466	20.1139	10.3328	0.0000	0.0000	56.2879	28.9159
60.0000	0.0000	1.9464	10.4913	5.3902	0.0000	0.0000	30.8532	15.8517
70.0000	0.0000	1.9468	1.9038	0.9779	0.0000	0.0000	8.3550	4.2917
80.0000	0.0000	1.9454	0.1189	0.0611	0.0000	0.0000	2.0523	1.0549
90.0000	0.0000	1.9461	0.0232	0.0119	0.0000	0.0000	0.8138	0.4182
100.0000	0.0000	1.9466	0.0070	0.0036	0.0000	0.0000	0.5289	0.2717
110.0000	0.0000	1.9460	0.0056	0.0029	0.0000	0.0000	0.4747	0.2439
120.0000	0.0000	1.9459	0.0013	0.0007	0.0000	0.0000	0.4018	0.2065
0.0000	-120.0000	1.9472	0.0970	0.0498	0.0000	0.0000	0.6600	0.3389
0.0000	-110.0000	1.9463	0.0909	0.0467	0.0000	0.0000	0.6779	0.3483
0.0000	-100.0000	1.9468	0.1042	0.0535	0.0000	0.0000	0.7223	0.3710
0.0000	-90.0000	1.9466	0.1310	0.0673	0.0000	0.0000	0.8143	0.4183
0.0000	-80.0000	1.9461	0.2171	0.1115	0.0000	0.0000	1.2407	0.6375
0.0000	-70.0000	1.9463	0.6609	0.3396	0.0000	0.0000	2.7956	1.4364
0.0000	-60.0000	1.9462	2.6706	1.3723	0.0000	0.0000	8.3242	4.2772
0.0000	-50.0000	1.9460	6.2609	3.2174	0.0000	0.0000	17.9038	9.2004
0.0000	-40.0000	1.9468	11.6576	5.9880	0.0000	0.0000	33.1836	17.0449
0.0000	-30.0000	1.9468	22.4248	11.5191	0.0000	0.0000	61.8163	31.7535
0.0000	-20.0000	1.9468	40.2944	20.6976	0.0000	0.0000	107.2909	55.1109
0.0000	-10.0000	1.9460	60.5405	31.1097	0.0000	0.0000	157.8594	81.1186
0.0000	0.0000	1.9467	77.2476	39.6810	0.0000	0.0000	197.2764	101.3380
0.0000	10.0000	1.9457	74.8740	38.4821	0.0000	0.0000	191.1267	98.2310
0.0000	20.0000	1.9462	52.5048	26.9779	0.0000	0.0000	139.7374	71.7995
0.0000	30.0000	1.9463	30.0312	15.4296	0.0000	0.0000	85.4120	43.8836
0.0000	40.0000	1.9469	15.6700	8.0489	0.0000	0.0000	48.4177	24.8697
0.0000	50.0000	1.9470	6.5704	3.3747	0.0000	0.0000	24.0131	12.3336
0.0000	60.0000	1.9464	1.4759	0.7583	0.0000	0.0000	9.6340	4.9497
0.0000	70.0000	1.9465	0.3614	0.1857	0.0000	0.0000	4.7850	2.4582
0.0000	80.0000	1.9462	0.1791	0.0920	0.0000	0.0000	2.9212	1.5010
0.0000	90.0000	1.9467	0.1284	0.0660	0.0000	0.0000	1.8992	0.9756
0.0000	100.0000	1.9467	0.0806	0.0414	0.0000	0.0000	1.2125	0.6228
0.0000	110.0000	1.9473	0.0721	0.0370	0.0000	0.0000	0.8166	0.4194
0.0000	120.0000	1.9460	0.0604	0.0310	0.0000	0.0000	0.6408	0.3293
