Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-120.0000	0.0000	1.9468	21.3189	10.9507	0.0000	0.0000	55.2686	28.3894
-110.0000	0.0000	1.9467	24.2176	12.4406	0.0000	0.0000	62.8795	32.3011
-100.0000	0.0000	1.9476	27.2824	14.0081	0.0000	0.0000	70.4438	36.1692
-90.0000	0.0000	1.9465	30.5369	15.6885	0.0000	0.0000	78.2102	40.1809
-80.0000	0.0000	1.9463	33.5099	17.2177	0.0000	0.0000	85.3959	43.8771
-70.0000	0.0000	1.9471	36.6298	18.8127	0.0000	0.0000	92.8361	47.6797
-60.0000	0.0000	1.9469	40.1994	20.6476	0.0000	0.0000	101.3972	52.0806
-50.0000	0.0000	1.9471	43.1203	22.1459	0.0000	0.0000	108.4470	55.6968
-40.0000	0.0000	1.9465	46.4093	23.8419	0.0000	0.0000	116.0153	59.6006
-30.0000	0.0000	1.9470	48.7589	25.0431	0.0000	0.0000	121.8670	62.5923
-20.0000	0.0000	1.9462	50.9567	26.1825	0.0000	0.0000	127.2489	65.3828
-10.0000	0.0000	1.9474	52.2721	26.8421	0.0000	0.0000	130.0149	66.7637
0.0000	0.0000	1.9462	53.1873	27.3286	0.0000	0.0000	132.0405	67.8448
10.0000	0.0000	1.9464	53.2336	27.3500	0.0000	0.0000	131.5198	67.5714
20.0000	0.0000	1.9471	52.1121	26.7633	0.0000	0.0000	128.9570	66.2287
30.0000	0.0000	1.9469	50.2300	25.8001	0.0000	0.0000	125.0418	64.2264
40.0000	0.0000	1.9465	47.9351	24.6257	0.0000	0.0000	118.9847	61.1260
50.0000	0.0000	1.9475	44.6408	22.9226	0.0000	0.0000	111.8887	57.4537
60.0000	0.0000	1.9471	41.0833	21.0997	0.0000	0.0000	103.3821	53.0954
70.0000	0.0000	1.9471	37.1368	19.0725	0.0000	0.0000	93.7024	48.1231
80.0000	0.0000	1.9474	33.2963	17.0979	0.0000	0.0000	84.6723	43.4797
90.0000	0.0000	1.9462	29.4789	15.1466	0.0000	0.0000	75.2961	38.6879
100.0000	0.0000	1.9470	25.3655	13.0283	0.0000	0.0000	65.9916	33.8948
110.0000	0.0000	1.9471	22.0230	11.3105	0.0000	0.0000	56.6271	29.0824
120.0000	0.0000	1.9465	7.5958	3.9022	0.0000	0.0000	22.7322	11.6784
0.0000	-120.0000	1.9462	0.0486	0.0250	0.0000	0.0000	0.6021	0.3094
0.0000	-110.0000	1.9469	0.0601	0.0309	0.0000	0.0000	0.5851	0.3006
0.0000	-100.0000	1.9468	0.0528	0.0271	0.0000	0.0000	0.6023	0.3094
0.0000	-90.0000	1.9462	0.0552	0.0284	0.0000	0.0000	0.6223	0.3197
0.0000	-80.0000	1.9464	0.0822	0.0422	0.0000	0.0000	0.6841	0.3514
0.0000	-70.0000	1.9467	0.0638	0.0328	0.0000	0.0000	0.6942	0.3566
0.0000	-60.0000	1.9467	0.0955	0.0490	0.0000	0.0000	0.9203	0.4727
0.0000	-50.0000	1.9469	0.2601	0.1336	0.0000	0.0000	1.7766	0.9125
0.0000	-40.0000	1.9463	1.4958	0.7686	0.0000	0.0000	5.9900	3.0777
0.0000	-30.0000	1.9468	7.0120	3.6018	0.0000	0.0000	21.1526	10.8653
0.0000	-20.0000	1.9472	19.2010	9.8607	0.0000	0.0000	52.5060	26.9646
0.0000	-10.0000	1.9473	37.9650	19.4962	0.0000	0.0000	97.8962	50.2727
0.0000	0.0000	1.9477	53.1031	27.2646	0.0000	0.0000	131.7581	67.6482
0.0000	10.0000	1.9469	40.5371	20.8210	0.0000	0.0000	104.3395	53.5918
0.0000	20.0000	1.9471	19.5767	10.0542	0.0000	0.0000	55.6066	28.5584
0.0000	30.0000	1.9461	5.8411	3.0015	0.0000	0.0000	21.9018	11.2544
0.0000	40.0000	1.9461	1.2589	0.6469	0.0000	0.0000	8.8965	4.5715
0.0000	50.0000	1.9465	0.3775	0.1939	0.0000	0.0000	5.0116	2.5746
0.0000	60.0000	1.9472	0.1620	0.0832	0.0000	0.0000	3.1944	1.6405
0.0000	70.0000	1.9466	0.0790	0.0406	0.0000	0.0000	2.1510	1.1050
0.0000	80.0000	1.9470	0.0652	0.0335	0.0000	0.0000	1.3802	0.7089
0.0000	90.0000	1.9467	0.0347	0.0178	0.0000	0.0000	0.8736	0.4487
0.0000	100.0000	1.9468	0.0475	0.0244	0.0000	0.0000	0.6809	0.3498
0.0000	110.0000	1.9469	0.0390	0.0200	0.0000	0.0000	0.5496	0.2823
0.0000	120.0000	1.9475	0.0269	0.0138	0.0000	0.0000	0.5104	0.2621
