Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-120.0000	0.0000	1.9464	14.5696	7.4854	0.0000	0.0000	38.7103	19.8881
-110.0000	0.0000	1.9471	14.9797	7.6933	0.0000	0.0000	39.5709	20.3228
-100.0000	0.0000	1.9472	15.5156	7.9683	0.0000	0.0000	40.5841	20.8428
-90.0000	0.0000	1.9471	15.7434	8.0857	0.0000	0.0000	41.2857	21.2040
-80.0000	0.0000	1.9463	16.2161	8.3317	0.0000	0.0000	41.9683	21.5629
-70.0000	0.0000	1.9458	16.5255	8.4931	0.0000	0.0000	42.5478	21.8670
-60.0000	0.0000	1.9474	16.6032	8.5257	0.0000	0.0000	43.1472	22.1559
-50.0000	0.0000	1.9457	16.7717	8.6197	0.0000	0.0000	43.3990	22.3047
-40.0000	0.0000	1.9466	17.0686	8.7682	0.0000	0.0000	43.6786	22.4379
-30.0000	0.0000	1.9467	17.3460	8.9106	0.0000	0.0000	44.0432	22.6250
-20.0000	0.0000	1.9473	17.2963	8.8824	0.0000	0.0000	44.1422	22.6688
-10.0000	0.0000	1.9459	17.1170	8.7966	0.0000	0.0000	43.6286	22.4211
0.0000	0.0000	1.9472	17.2794	8.8739	0.0000	0.0000	43.9376	22.5644
10.0000	0.0000	1.9455	17.0013	8.7386	0.0000	0.0000	43.1790	22.1938
20.0000	0.0000	1.9469	17.0089	8.7363	0.0000	0.0000	43.1147	22.1450
30.0000	0.0000	1.9460	16.6356	8.5487	0.0000	0.0000	42.3228	21.7487
40.0000	0.0000	1.9457	16.2491	8.3514	0.0000	0.0000	41.6362	21.3994
50.0000	0.0000	1.9470	16.1670	8.3035	0.0000	0.0000	41.1762	21.1484
60.0000	0.0000	1.9462	15.7869	8.1117	0.0000	0.0000	40.4683	20.7935
70.0000	0.0000	1.9461	15.3524	7.8887	0.0000	0.0000	39.3467	20.2180
80.0000	0.0000	1.9471	14.8430	7.6232	0.0000	0.0000	38.2304	19.6346
90.0000	0.0000	1.9461	14.1308	7.2612	0.0000	0.0000	36.9094	18.9661
100.0000	0.0000	1.9463	13.4949	6.9335	0.0000	0.0000	35.6198	18.3009
110.0000	0.0000	1.9472	12.6486	6.4958	0.0000	0.0000	33.6480	17.2801
120.0000	0.0000	1.9466	11.9034	6.1149	0.0000	0.0000	30.1283	15.4772
0.0000	-120.0000	1.9460	0.0006	0.0003	0.0000	0.0000	0.4663	0.2396
0.0000	-110.0000	1.9472	0.0000	0.0000	0.0000	0.0000	0.5179	0.2660
0.0000	-100.0000	1.9463	0.0015	0.0008	0.0000	0.0000	0.5351	0.2749
0.0000	-90.0000	1.9471	0.0015	0.0008	0.0000	0.0000	0.5356	0.2751
0.0000	-80.0000	1.9460	0.0000	0.0000	0.0000	0.0000	0.5568	0.2861
0.0000	-70.0000	1.9462	0.0168	0.0086	0.0000	0.0000	0.7050	0.3622
0.0000	-60.0000	1.9468	0.1592	0.0818	0.0000	0.0000	1.3162	0.6761
0.0000	-50.0000	1.9463	1.0407	0.5347	0.0000	0.0000	3.8821	1.9946
0.0000	-40.0000	1.9468	3.2709	1.6802	0.0000	0.0000	9.3549	4.8054
0.0000	-30.0000	1.9462	5.3485	2.7481	0.0000	0.0000	15.1765	7.7980
0.0000	-20.0000	1.9467	9.0086	4.6276	0.0000	0.0000	24.9028	12.7924
0.0000	-10.0000	1.9465	15.1568	7.7866	0.0000	0.0000	39.0167	20.0443
0.0000	0.0000	1.9468	17.4144	8.9452	0.0000	0.0000	43.9264	22.5636
0.0000	10.0000	1.9466	12.3138	6.3258	0.0000	0.0000	33.1291	17.0188
0.0000	20.0000	1.9459	7.2160	3.7083	0.0000	0.0000	21.1009	10.8438
0.0000	30.0000	1.9461	4.6829	2.4062	0.0000	0.0000	14.3002	7.3480
0.0000	40.0000	1.9469	2.8509	1.4643	0.0000	0.0000	9.4053	4.8310
0.0000	50.0000	1.9455	0.8084	0.4155	0.0000	0.0000	4.2264	2.1724
0.0000	60.0000	1.9470	0.1204	0.0619	0.0000	0.0000	1.9837	1.0188
0.0000	70.0000	1.9449	0.0142	0.0073	0.0000	0.0000	1.2885	0.6625
0.0000	80.0000	1.9469	0.0054	0.0028	0.0000	0.0000	0.9144	0.4697
0.0000	90.0000	1.9459	0.0011	0.0006	0.0000	0.0000	0.7256	0.3729
0.0000	100.0000	1.9466	0.0025	0.0013	0.0000	0.0000	0.6082	0.3124
0.0000	110.0000	1.9458	0.0010	0.0005	0.0000	0.0000	0.5259	0.2703
0.0000	120.0000	1.9466	0.0000	0.0000	0.0000	0.0000	0.4670	0.2399
