Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-80.0000	0.0000	1.5939	0.0190	0.0119	0.0000	0.0000	0.3607	0.2263
-75.0000	0.0000	1.5953	0.0453	0.0284	0.0004	0.0002	0.4819	0.3021
-70.0000	0.0000	1.5945	0.0584	0.0366	0.0000	0.0000	0.6965	0.4368
-65.0000	0.0000	1.5937	0.0743	0.0466	0.0004	0.0002	1.1724	0.7356
-60.0000	0.0000	1.5939	0.1186	0.0744	0.0000	0.0000	2.1772	1.3660
-55.0000	0.0000	1.5946	0.1736	0.1088	0.0000	0.0000	4.1926	2.6293
-50.0000	0.0000	1.5940	0.4243	0.2662	0.0002	0.0001	8.3436	5.2345
-45.0000	0.0000	1.5943	1.3331	0.8362	0.0000	0.0000	17.5214	10.9903
-40.0000	0.0000	1.5941	5.7540	3.6095	0.0000	0.0000	40.0728	25.1376
-35.0000	0.0000	1.5950	20.0403	12.5640	0.0000	0.0000	92.1312	57.7607
-30.0000	0.0000	1.5935	46.9318	29.4519	0.0000	0.0000	179.2621	112.4956
-25.0000	0.0000	1.5941	84.1647	52.7965	0.0000	0.0000	294.1354	184.5109
-20.0000	0.0000	1.5932	126.8478	79.6165	0.0003	0.0002	423.8371	266.0230
-15.0000	0.0000	1.5935	169.5097	106.3777	0.0000	0.0000	550.3954	345.4066
-10.0000	0.0000	1.5947	205.5636	128.9067	0.0000	0.0000	655.3360	410.9543
-5.0000	0.0000	1.5947	224.8019	140.9670	0.0000	0.0000	709.9965	445.2191
0.0000	0.0000	1.5937	219.2889	137.5969	0.0003	0.0002	694.7147	435.9117
5.0000	0.0000	1.5941	195.8682	122.8669	0.0005	0.0003	629.6934	395.0027
10.0000	0.0000	1.5940	162.0444	101.6571	0.0000	0.0000	531.3814	333.3574
15.0000	0.0000	1.5942	128.3050	80.4831	0.0002	0.0001	428.6162	268.8622
20.0000	0.0000	1.5956	97.2649	60.9586	0.0000	0.0000	331.0077	207.4516
25.0000	0.0000	1.5941	68.9885	43.2780	0.0000	0.0000	238.9275	149.8845
30.0000	0.0000	1.5953	42.8172	26.8393	0.0000	0.0000	155.1537	97.2557
35.0000	0.0000	1.5934	20.0760	12.5996	0.0004	0.0003	82.7113	51.9090
40.0000	0.0000	1.5938	5.9338	3.7230	0.0000	0.0000	35.3824	22.1999
45.0000	0.0000	1.5944	1.3992	0.8776	0.0000	0.0000	14.8651	9.3233
50.0000	0.0000	1.5931	0.4010	0.2517	0.0000	0.0000	6.9159	4.3411
55.0000	0.0000	1.5957	0.1725	0.1081	0.0004	0.0003	3.3505	2.0997
60.0000	0.0000	1.5937	0.1129	0.0708	0.0000	0.0000	1.7246	1.0822
65.0000	0.0000	1.5952	0.0798	0.0500	0.0000	0.0000	1.0026	0.6285
70.0000	0.0000	1.5942	0.0540	0.0339	0.0008	0.0005	0.6735	0.4225
75.0000	0.0000	1.5937	0.0373	0.0234	0.0000	0.0000	0.5360	0.3363
80.0000	0.0000	1.5950	0.0082	0.0052	0.0003	0.0002	0.4246	0.2662
0.0000	-20.0000	1.5940	101.6598	63.7763	0.0004	0.0003	349.1482	219.0381
0.0000	0.0000	1.5932	219.6264	137.8546	0.0000	0.0000	695.5644	436.5904
0.0000	20.0000	1.5934	123.8525	77.7305	0.0000	0.0000	420.1847	263.7100
