Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-20.0000	0.0000	1.5941	58.7961	36.8830	0.0000	0.0000	195.9004	122.8891
0.0000	0.0000	1.5947	57.7707	36.2273	0.0000	0.0000	190.7602	119.6232
20.0000	0.0000	1.5934	50.6170	31.7667	0.0005	0.0003	168.2441	105.5882
0.0000	-80.0000	1.5940	0.0210	0.0132	0.0000	0.0000	0.4885	0.3064
0.0000	-75.0000	1.5935	0.0493	0.0309	0.0003	0.0002	0.5377	0.3374
0.0000	-70.0000	1.5932	0.0566	0.0355	0.0000	0.0000	0.5600	0.3515
0.0000	-65.0000	1.5943	0.0516	0.0324	0.0005	0.0003	0.5979	0.3750
0.0000	-60.0000	1.5939	0.0775	0.0486	0.0000	0.0000	0.7497	0.4704
0.0000	-55.0000	1.5934	0.0830	0.0521	0.0000	0.0000	0.9288	0.5829
0.0000	-50.0000	1.5936	0.1139	0.0715	0.0000	0.0000	1.3143	0.8248
0.0000	-45.0000	1.5946	0.1619	0.1015	0.0000	0.0000	2.2031	1.3816
0.0000	-40.0000	1.5945	0.3018	0.1893	0.0000	0.0000	3.9853	2.4994
0.0000	-35.0000	1.5942	0.8073	0.5064	0.0005	0.0003	8.4537	5.3027
0.0000	-30.0000	1.5932	3.1048	1.9488	0.0000	0.0000	19.4197	12.1893
0.0000	-25.0000	1.5940	10.1982	6.3980	0.0000	0.0000	44.8256	28.1221
0.0000	-20.0000	1.5933	24.4361	15.3370	0.0000	0.0000	88.8880	55.7892
0.0000	-15.0000	1.5946	42.3443	26.5548	0.0004	0.0003	141.1928	88.5442
0.0000	-10.0000	1.5931	56.3590	35.3759	0.0000	0.0000	182.4123	114.4979
0.0000	-5.0000	1.5947	61.5194	38.5776	0.0000	0.0000	200.2594	125.5788
0.0000	0.0000	1.5935	57.7161	36.2206	0.0000	0.0000	190.1739	119.3464
0.0000	5.0000	1.5934	48.3298	30.3315	0.0003	0.0002	164.0356	102.9477
0.0000	10.0000	1.5948	37.4150	23.4613	0.0004	0.0002	130.9995	82.1442
0.0000	15.0000	1.5936	26.5444	16.6568	0.0000	0.0000	96.9384	60.8296
0.0000	20.0000	1.5946	15.9962	10.0315	0.0000	0.0000	64.0153	40.1452
0.0000	25.0000	1.5932	7.2634	4.5591	0.0003	0.0002	36.0401	22.6216
0.0000	30.0000	1.5932	2.4059	1.5101	0.0004	0.0003	19.3304	12.1328
0.0000	35.0000	1.5940	0.7293	0.4575	0.0003	0.0002	11.7560	7.3752
0.0000	40.0000	1.5937	0.3113	0.1953	0.0000	0.0000	8.4619	5.3095
0.0000	45.0000	1.5940	0.2180	0.1368	0.0004	0.0002	6.8103	4.2725
0.0000	50.0000	1.5935	0.1622	0.1018	0.0000	0.0000	5.6428	3.5411
0.0000	55.0000	1.5936	0.1376	0.0863	0.0000	0.0000	4.7551	2.9838
0.0000	60.0000	1.5935	0.1217	0.0764	0.0004	0.0003	3.9750	2.4946
0.0000	65.0000	1.5947	0.0904	0.0567	0.0004	0.0003	3.1370	1.9671
0.0000	70.0000	1.5931	0.0734	0.0461	0.0000	0.0000	2.4743	1.5531
0.0000	75.0000	1.5936	0.0699	0.0439	0.0004	0.0003	1.8279	1.1470
0.0000	80.0000	1.5943	0.0636	0.0399	0.0000	0.0000	1.3809	0.8661
