Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-80.0000	0.0000	1.5938	0.0470	0.0295	0.0008	0.0005	0.7278	0.4566
-60.0000	0.0000	1.5942	1.8269	1.1460	0.0009	0.0006	15.6103	9.7922
-40.0000	0.0000	1.5940	65.1927	40.8993	0.0015	0.0009	218.0243	136.7798
-20.0000	0.0000	1.5944	149.0666	93.4943	0.0004	0.0003	477.6045	299.5527
0.0000	0.0000	1.5942	153.8606	96.5104	0.0000	0.0000	498.0974	312.4361
20.0000	0.0000	1.5937	93.9499	58.9490	0.0005	0.0003	312.1598	195.8649
40.0000	0.0000	1.5941	45.3778	28.4658	0.0000	0.0000	151.1137	94.7946
60.0000	0.0000	1.5940	2.0663	1.2964	0.0012	0.0008	13.8074	8.6623
80.0000	0.0000	1.5939	0.0393	0.0247	0.0009	0.0006	0.7458	0.4679
0.0000	-80.0000	1.5931	0.8488	0.5328	0.0012	0.0007	3.6139	2.2684
0.0000	-75.0000	1.5945	1.0406	0.6526	0.0000	0.0000	4.3940	2.7557
0.0000	-70.0000	1.5927	1.2282	0.7712	0.0010	0.0006	5.3867	3.3822
0.0000	-65.0000	1.5943	1.5429	0.9677	0.0007	0.0004	6.7949	4.2619
0.0000	-60.0000	1.5945	1.9755	1.2390	0.0003	0.0002	8.8832	5.5713
0.0000	-55.0000	1.5928	2.8544	1.7921	0.0004	0.0003	12.7370	7.9967
0.0000	-50.0000	1.5944	4.4823	2.8113	0.0000	0.0000	19.6858	12.3471
0.0000	-45.0000	1.5940	7.8526	4.9265	0.0012	0.0008	32.2036	20.2036
0.0000	-40.0000	1.5944	13.5360	8.4896	0.0004	0.0002	51.9274	32.5681
0.0000	-35.0000	1.5934	21.2152	13.3142	0.0000	0.0000	79.0105	49.5854
0.0000	-30.0000	1.5944	30.6005	19.1929	0.0000	0.0000	112.4459	70.5271
0.0000	-25.0000	1.5942	42.2310	26.4905	0.0011	0.0007	154.9107	97.1718
0.0000	-20.0000	1.5933	58.9688	37.0112	0.0016	0.0010	212.5863	133.4279
0.0000	-15.0000	1.5952	84.6261	53.0492	0.0012	0.0008	293.0748	183.7184
0.0000	-10.0000	1.5939	115.7945	72.6477	0.0000	0.0000	385.7721	242.0277
0.0000	-5.0000	1.5940	143.5165	90.0372	0.0007	0.0004	464.8519	291.6317
0.0000	0.0000	1.5939	153.1203	96.0666	0.0000	0.0000	494.9373	310.5205
0.0000	5.0000	1.5936	143.7840	90.2283	0.0007	0.0004	472.1095	296.2613
0.0000	10.0000	1.5945	123.6591	77.5530	0.0000	0.0000	415.0742	260.3145
0.0000	15.0000	1.5938	99.7130	62.5611	0.0004	0.0003	343.2737	215.3741
0.0000	20.0000	1.5947	75.4038	47.2850	0.0000	0.0000	268.2712	168.2302
0.0000	25.0000	1.5933	53.3694	33.4960	0.0017	0.0011	199.3462	125.1149
0.0000	30.0000	1.5934	35.6400	22.3670	0.0011	0.0007	142.3810	89.3558
0.0000	35.0000	1.5934	24.0789	15.1114	0.0004	0.0003	102.1439	64.1033
0.0000	40.0000	1.5939	16.5920	10.4094	0.0003	0.0002	74.8475	46.9575
0.0000	45.0000	1.5947	11.5763	7.2592	0.0003	0.0002	54.8445	34.3918
0.0000	50.0000	1.5938	7.1999	4.5174	0.0000	0.0000	38.3125	24.0383
0.0000	55.0000	1.5932	3.7862	2.3765	0.0011	0.0007	25.1739	15.8007
0.0000	60.0000	1.5932	1.6882	1.0597	0.0004	0.0002	16.4938	10.3529
0.0000	65.0000	1.5942	0.7719	0.4842	0.0004	0.0003	11.4907	7.2078
0.0000	70.0000	1.5928	0.4724	0.2966	0.0007	0.0004	8.3807	5.2618
0.0000	75.0000	1.5944	0.3170	0.1988	0.0005	0.0003	6.1500	3.8573
0.0000	80.0000	1.5945	0.2362	0.1482	0.0004	0.0002	4.5659	2.8636
