Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-80.0000	0.0000	1.5925	0.0208	0.0131	0.0005	0.0003	0.4729	0.2970
-75.0000	0.0000	1.5926	0.0459	0.0288	0.0000	0.0000	0.6029	0.3786
-70.0000	0.0000	1.5923	0.0614	0.0385	0.0005	0.0003	0.8183	0.5139
-65.0000	0.0000	1.5925	0.0666	0.0418	0.0000	0.0000	1.1889	0.7466
-60.0000	0.0000	1.5932	0.1075	0.0675	0.0004	0.0002	1.7381	1.0909
-55.0000	0.0000	1.5931	0.1488	0.0934	0.0000	0.0000	2.7554	1.7296
-50.0000	0.0000	1.5938	0.2277	0.1429	0.0000	0.0000	4.7573	2.9850
-45.0000	0.0000	1.5931	0.3839	0.2409	0.0000	0.0000	8.4650	5.3134
-40.0000	0.0000	1.5925	1.1336	0.7118	0.0000	0.0000	16.6346	10.4453
-35.0000	0.0000	1.5932	4.5963	2.8849	0.0000	0.0000	35.6968	22.4054
-30.0000	0.0000	1.5937	15.5957	9.7855	0.0000	0.0000	78.1229	49.0183
-25.0000	0.0000	1.5929	38.7763	24.3435	0.0000	0.0000	156.1400	98.0239
-20.0000	0.0000	1.5923	73.5223	46.1738	0.0004	0.0002	264.3373	166.0103
-15.0000	0.0000	1.5926	115.9999	72.8370	0.0000	0.0000	393.4726	247.0637
-10.0000	0.0000	1.5938	157.0698	98.5478	0.0000	0.0000	517.3118	324.5686
-5.0000	0.0000	1.5935	192.7312	120.9470	0.0000	0.0000	620.1771	389.1874
0.0000	0.0000	1.5936	213.9802	134.2789	0.0000	0.0000	677.4465	425.1176
5.0000	0.0000	1.5927	209.1539	131.3219	0.0004	0.0003	659.1145	413.8398
10.0000	0.0000	1.5941	173.1718	108.6308	0.0000	0.0000	555.9878	348.7716
15.0000	0.0000	1.5930	123.0627	77.2516	0.0000	0.0000	411.7522	258.4740
20.0000	0.0000	1.5931	76.8975	48.2698	0.0004	0.0003	274.3173	172.1935
25.0000	0.0000	1.5929	41.9981	26.3664	0.0003	0.0002	163.5962	102.7056
30.0000	0.0000	1.5938	19.0047	11.9239	0.0000	0.0000	86.2622	54.1222
35.0000	0.0000	1.5928	6.2286	3.9105	0.0000	0.0000	39.3959	24.7340
40.0000	0.0000	1.5923	1.5123	0.9498	0.0000	0.0000	16.8682	10.5937
45.0000	0.0000	1.5932	0.4853	0.3046	0.0000	0.0000	7.8407	4.9215
50.0000	0.0000	1.5939	0.2352	0.1475	0.0000	0.0000	4.0231	2.5240
55.0000	0.0000	1.5918	0.1496	0.0940	0.0000	0.0000	2.2299	1.4009
60.0000	0.0000	1.5932	0.1135	0.0713	0.0000	0.0000	1.5366	0.9645
65.0000	0.0000	1.5923	0.0633	0.0397	0.0000	0.0000	1.0727	0.6737
70.0000	0.0000	1.5937	0.0596	0.0374	0.0000	0.0000	0.8538	0.5357
75.0000	0.0000	1.5927	0.0416	0.0261	0.0000	0.0000	0.7292	0.4579
80.0000	0.0000	1.5926	0.0185	0.0116	0.0011	0.0007	0.6321	0.3969
0.0000	-20.0000	1.5924	130.2362	81.7838	0.0000	0.0000	424.7359	266.7195
0.0000	0.0000	1.5930	213.8818	134.2601	0.0001	0.0000	677.4119	425.2319
0.0000	20.0000	1.5924	128.6031	80.7631	0.0000	0.0000	431.8454	271.1999
