Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-80.0000	0.0000	1.5942	0.0269	0.0168	0.0009	0.0006	0.3682	0.2310
-75.0000	0.0000	1.5932	0.0537	0.0337	0.0003	0.0002	0.5179	0.3251
-70.0000	0.0000	1.5934	0.0702	0.0441	0.0003	0.0002	0.6837	0.4291
-65.0000	0.0000	1.5936	0.0695	0.0436	0.0005	0.0003	1.0758	0.6751
-60.0000	0.0000	1.5944	0.0894	0.0561	0.0005	0.0003	1.7440	1.0938
-55.0000	0.0000	1.5942	0.1581	0.0992	0.0007	0.0005	3.0815	1.9329
-50.0000	0.0000	1.5939	0.2812	0.1764	0.0010	0.0006	6.2483	3.9202
-45.0000	0.0000	1.5945	0.5884	0.3690	0.0004	0.0002	11.6049	7.2783
-40.0000	0.0000	1.5932	2.1037	1.3204	0.0000	0.0000	24.6663	15.4818
-35.0000	0.0000	1.5940	9.3240	5.8496	0.0000	0.0000	57.2310	35.9049
-30.0000	0.0000	1.5941	28.8051	18.0697	0.0004	0.0002	125.8952	78.9751
-25.0000	0.0000	1.5943	62.8644	39.4319	0.0013	0.0008	233.7972	146.6502
-20.0000	0.0000	1.5935	108.4996	68.0882	0.0018	0.0011	373.0639	234.1138
-15.0000	0.0000	1.5942	158.4433	99.3851	0.0000	0.0000	521.8457	327.3329
-10.0000	0.0000	1.5946	206.1106	129.2591	0.0000	0.0000	656.8858	411.9560
-5.0000	0.0000	1.5932	235.3868	147.7451	0.0016	0.0010	739.5936	464.2205
0.0000	0.0000	1.5937	234.4561	147.1101	0.0000	0.0000	738.4188	463.3227
5.0000	0.0000	1.5943	207.1783	129.9534	0.0000	0.0000	662.6082	415.6236
10.0000	0.0000	1.5932	167.7978	105.3212	0.0006	0.0004	549.8612	345.1300
15.0000	0.0000	1.5937	128.0620	80.3530	0.0010	0.0006	430.4950	270.1157
20.0000	0.0000	1.5940	92.2034	57.8456	0.0283	0.0177	317.1686	198.9821
25.0000	0.0000	1.5936	60.0427	37.6779	0.0011	0.0007	213.6598	134.0753
30.0000	0.0000	1.5951	31.1007	19.4981	0.0114	0.0072	121.8577	76.3969
35.0000	0.0000	1.5942	10.9322	6.8577	0.0008	0.0005	56.2496	35.2849
40.0000	0.0000	1.5941	2.4903	1.5622	0.0005	0.0003	22.8615	14.3418
45.0000	0.0000	1.5936	0.6683	0.4194	0.0008	0.0005	10.5122	6.5965
50.0000	0.0000	1.5934	0.2758	0.1731	0.0006	0.0004	5.1332	3.2216
55.0000	0.0000	1.5947	0.1559	0.0978	0.0004	0.0002	2.5691	1.6110
60.0000	0.0000	1.5938	0.0936	0.0588	0.0011	0.0007	1.4907	0.9353
65.0000	0.0000	1.5949	0.0774	0.0485	0.0012	0.0008	0.9288	0.5823
70.0000	0.0000	1.5935	0.0380	0.0238	0.0000	0.0000	0.6791	0.4262
75.0000	0.0000	1.5942	0.0415	0.0260	0.0004	0.0002	0.5793	0.3634
80.0000	0.0000	1.5930	0.0334	0.0210	0.0000	0.0000	0.4943	0.3103
0.0000	-80.0000	1.5938	1.4303	0.8974	0.0004	0.0003	6.1054	3.8308
0.0000	-60.0000	1.5938	7.8490	4.9248	0.0000	0.0000	29.8525	18.7308
0.0000	-40.0000	1.5933	38.2537	24.0086	0.0005	0.0003	131.5783	82.5807
0.0000	-20.0000	1.5940	116.3234	72.9778	0.0078	0.0049	391.3232	245.5045
0.0000	0.0000	1.5943	235.1267	147.4775	0.0010	0.0006	739.2315	463.6650
0.0000	20.0000	1.5945	135.1859	84.7844	0.0068	0.0043	451.0331	282.8738
0.0000	40.0000	1.5932	42.4827	26.6650	0.0004	0.0003	161.6143	101.4398
0.0000	60.0000	1.5937	12.3806	7.7687	0.0000	0.0000	52.5364	32.9660
0.0000	80.0000	1.5942	0.8582	0.5383	0.0006	0.0004	8.7723	5.5025
