Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-80.0000	0.0000	1.9321	0.0777	0.0402	0.0000	0.0000	0.8557	0.4429
-75.0000	0.0000	1.9338	0.0508	0.0263	0.0000	0.0000	1.0384	0.5370
-70.0000	0.0000	1.9327	0.0843	0.0436	0.0000	0.0000	1.3989	0.7238
-65.0000	0.0000	1.9314	0.1226	0.0635	0.0000	0.0000	2.2032	1.1407
-60.0000	0.0000	1.9327	0.2325	0.1203	0.0000	0.0000	3.8261	1.9796
-55.0000	0.0000	1.9321	0.5298	0.2742	0.0000	0.0000	7.3281	3.7928
-50.0000	0.0000	1.9327	1.8051	0.9340	0.0000	0.0000	15.0064	7.7645
-45.0000	0.0000	1.9323	6.9596	3.6017	0.0000	0.0000	34.2883	17.7448
-40.0000	0.0000	1.9319	22.2893	11.5375	0.0000	0.0000	77.4594	40.0949
-35.0000	0.0000	1.9324	49.6937	25.7166	0.0000	0.0000	148.4797	76.8386
-30.0000	0.0000	1.9325	85.3696	44.1765	0.0000	0.0000	238.9600	123.6556
-25.0000	0.0000	1.9320	119.8094	62.0141	0.0000	0.0000	328.7430	170.1594
-20.0000	0.0000	1.9323	152.4620	78.9031	0.0000	0.0000	414.1674	214.3425
-15.0000	0.0000	1.9321	182.5773	94.4972	0.0000	0.0000	492.9678	255.1470
-10.0000	0.0000	1.9331	209.0728	108.1552	0.0000	0.0000	560.6426	290.0254
-5.0000	0.0000	1.9313	228.7037	118.4209	0.0000	0.0000	607.2579	314.4333
0.0000	0.0000	1.9327	232.1365	120.1071	0.0000	0.0000	615.1487	318.2770
5.0000	0.0000	1.9327	216.8814	112.2184	0.0000	0.0000	576.4528	298.2672
10.0000	0.0000	1.9332	185.2310	95.8134	0.0000	0.0000	497.4756	257.3264
15.0000	0.0000	1.9318	142.0075	73.5123	0.0000	0.0000	390.3189	202.0544
20.0000	0.0000	1.9326	93.0926	48.1699	0.0000	0.0000	267.3012	138.3123
25.0000	0.0000	1.9318	49.2780	25.5094	0.0000	0.0000	157.1262	81.3382
30.0000	0.0000	1.9329	22.4675	11.6235	0.0000	0.0000	82.8776	42.8766
35.0000	0.0000	1.9320	7.6568	3.9631	0.0000	0.0000	38.4381	19.8953
40.0000	0.0000	1.9326	2.2871	1.1834	0.0000	0.0000	17.6897	9.1535
45.0000	0.0000	1.9324	0.7815	0.4044	0.0000	0.0000	8.7137	4.5093
50.0000	0.0000	1.9331	0.2924	0.1512	0.0000	0.0000	4.4613	2.3078
55.0000	0.0000	1.9322	0.1641	0.0849	0.0000	0.0000	2.5703	1.3302
60.0000	0.0000	1.9330	0.0982	0.0508	0.0000	0.0000	1.7225	0.8911
65.0000	0.0000	1.9324	0.0811	0.0420	0.0000	0.0000	1.3998	0.7244
70.0000	0.0000	1.9325	0.0374	0.0193	0.0000	0.0000	1.1402	0.5900
75.0000	0.0000	1.9327	0.0304	0.0157	0.0000	0.0000	0.9865	0.5104
80.0000	0.0000	1.9317	0.0120	0.0062	0.0000	0.0000	0.8898	0.4606
0.0000	-80.0000	1.9329	0.6088	0.3150	0.0000	0.0000	3.1714	1.6408
0.0000	-75.0000	1.9315	1.7884	0.9259	0.0000	0.0000	7.1620	3.7079
0.0000	-70.0000	1.9314	3.4182	1.7698	0.0000	0.0000	12.3591	6.3991
0.0000	-65.0000	1.9318	5.6541	2.9268	0.0000	0.0000	19.5940	10.1426
0.0000	-60.0000	1.9321	10.1419	5.2492	0.0000	0.0000	32.7751	16.9635
0.0000	-55.0000	1.9328	19.2162	9.9422	0.0000	0.0000	56.8839	29.4309
0.0000	-50.0000	1.9325	33.4107	17.2891	0.0000	0.0000	92.8271	48.0353
0.0000	-45.0000	1.9322	49.9052	25.8286	0.0000	0.0000	135.8372	70.3031
0.0000	-40.0000	1.9319	67.4997	34.9402	0.0000	0.0000	184.8378	95.6784
0.0000	-35.0000	1.9326	89.2472	46.1791	0.0000	0.0000	245.0769	126.8099
0.0000	-30.0000	1.9325	121.0835	62.6573	0.0000	0.0000	327.7031	169.5773
0.0000	-25.0000	1.9322	163.2006	84.4638	0.0000	0.0000	431.4789	223.3102
0.0000	-20.0000	1.9326	204.8258	105.9826	0.0000	0.0000	531.6225	275.0764
