Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-80.0000	0.0000	1.9323	0.0652	0.0337	0.0000	0.0000	1.2749	0.6598
-75.0000	0.0000	1.9319	0.1353	0.0701	0.0000	0.0000	1.9610	1.0151
-70.0000	0.0000	1.9336	0.2818	0.1457	0.0000	0.0000	3.3196	1.7169
-65.0000	0.0000	1.9331	0.6470	0.3347	0.0000	0.0000	5.9240	3.0645
-60.0000	0.0000	1.9322	1.8405	0.9526	0.0000	0.0000	11.6318	6.0201
-55.0000	0.0000	1.9322	5.2817	2.7335	0.0000	0.0000	23.6412	12.2352
-50.0000	0.0000	1.9324	13.2726	6.8686	0.0000	0.0000	46.9842	24.3145
-45.0000	0.0000	1.9334	26.8957	13.9112	0.0000	0.0000	83.7267	43.3057
-40.0000	0.0000	1.9330	43.8289	22.6741	0.0000	0.0000	129.3266	66.9049
-35.0000	0.0000	1.9320	64.2441	33.2521	0.0000	0.0000	182.9124	94.6737
-30.0000	0.0000	1.9331	89.2117	46.1490	0.0000	0.0000	246.4102	127.4672
-25.0000	0.0000	1.9326	112.1230	58.0164	0.0000	0.0000	304.9136	157.7731
-20.0000	0.0000	1.9333	128.4541	66.4419	0.0000	0.0000	349.7785	180.9202
-15.0000	0.0000	1.9321	136.8980	70.8557	0.0000	0.0000	376.4854	194.8615
-10.0000	0.0000	1.9320	144.4271	74.7561	0.0000	0.0000	398.0730	206.0443
-5.0000	0.0000	1.9324	153.4728	79.4196	0.0000	0.0000	419.8158	217.2476
0.0000	0.0000	1.9311	159.3091	82.4953	0.0000	0.0000	431.1071	223.2408
5.0000	0.0000	1.9329	156.6671	81.0521	0.0000	0.0000	421.3231	217.9723
10.0000	0.0000	1.9321	138.4269	71.6461	0.0000	0.0000	374.9249	194.0513
15.0000	0.0000	1.9330	107.5948	55.6620	0.0000	0.0000	299.9108	155.1529
20.0000	0.0000	1.9320	76.7782	39.7397	0.0000	0.0000	221.7414	114.7715
25.0000	0.0000	1.9333	50.4894	26.1154	0.0000	0.0000	152.4406	78.8493
30.0000	0.0000	1.9320	29.9482	15.5013	0.0000	0.0000	97.1146	50.2670
35.0000	0.0000	1.9325	15.8754	8.2149	0.0000	0.0000	56.9999	29.4952
40.0000	0.0000	1.9332	8.0355	4.1565	0.0000	0.0000	32.4091	16.7642
45.0000	0.0000	1.9328	3.9608	2.0492	0.0000	0.0000	17.9235	9.2733
50.0000	0.0000	1.9326	1.7606	0.9110	0.0000	0.0000	9.8781	5.1112
