Xcoord	Ycoord	Beam	chan0	chan0 norm	chan2	chan2 norm	chan3	chan3 norm	
-60.0000	0.0000	1.9463	0.0443	0.0227	8.4184	4.3253	1.0012	0.5144
-55.0000	0.0000	1.9462	0.0674	0.0346	8.0996	4.1617	1.5624	0.8028
-50.0000	0.0000	1.9464	0.0932	0.0479	7.7493	3.9814	2.4732	1.2707
-45.0000	0.0000	1.9459	0.1708	0.0878	8.1075	4.1665	4.2501	2.1841
-40.0000	0.0000	1.9459	0.4672	0.2401	8.4125	4.3232	7.6454	3.9289
-35.0000	0.0000	1.9462	1.7451	0.8967	8.6947	4.4676	15.3959	7.9108
-30.0000	0.0000	1.9465	6.3021	3.2377	8.2732	4.2504	33.2101	17.0619
-25.0000	0.0000	1.9462	16.0423	8.2427	8.5632	4.3999	65.2075	33.5043
-20.0000	0.0000	1.9465	29.8536	15.3372	9.6428	4.9540	108.2688	55.6228
-15.0000	0.0000	1.9464	44.6297	22.9290	9.2584	4.7566	155.4711	79.8751
-10.0000	0.0000	1.9465	61.7129	31.7048	7.6932	3.9524	207.8306	106.7722
-5.0000	0.0000	1.9466	81.1248	41.6761	8.6019	4.4191	262.6692	134.9408
0.0000	0.0000	1.9466	97.5564	50.1169	8.0447	4.1327	307.8223	158.1352
5.0000	0.0000	1.9462	106.9263	54.9413	8.1996	4.2131	331.2806	170.2200
10.0000	0.0000	1.9466	101.8950	52.3464	8.5561	4.3955	317.5163	163.1173
15.0000	0.0000	1.9465	83.2196	42.7544	9.0502	4.6496	267.5498	137.4550
20.0000	0.0000	1.9465	60.7513	31.2106	8.5079	4.3709	205.2207	105.4308
25.0000	0.0000	1.9466	39.9226	20.5092	8.6537	4.4456	143.4517	73.6947
30.0000	0.0000	1.9464	21.4404	11.0156	7.0101	3.6016	86.7439	44.5673
35.0000	0.0000	1.9467	8.8777	4.5604	8.7573	4.4985	45.3293	23.2852
40.0000	0.0000	1.9461	3.3590	1.7261	8.4925	4.3640	23.7123	12.1847
45.0000	0.0000	1.9459	1.3037	0.6699	9.1120	4.6826	12.9997	6.6805
50.0000	0.0000	1.9471	0.5903	0.3032	9.7216	4.9928	7.5233	3.8638
55.0000	0.0000	1.9458	0.2826	0.1452	8.3986	4.3163	4.7640	2.4483
60.0000	0.0000	1.9461	0.1445	0.0742	8.1934	4.2102	3.5543	1.8264
0.0000	-60.0000	1.9459	27.0626	13.9076	9.0607	4.6563	87.8687	45.1560
0.0000	-40.0000	1.9462	55.2320	28.3793	9.2746	4.7655	174.2183	89.5167
0.0000	-20.0000	1.9463	86.9906	44.6955	8.5251	4.3802	268.0849	137.7413
0.0000	0.0000	1.9464	97.1601	49.9190	7.6997	3.9560	307.2203	157.8440
0.0000	20.0000	1.9460	102.5450	52.6960	8.6611	4.4508	328.2634	168.6886
0.0000	40.0000	1.9460	88.4830	45.4699	8.5614	4.3996	297.1026	152.6761
0.0000	60.0000	1.9463	77.6393	39.8900	9.3223	4.7897	247.3039	127.0615
